,tips_%,total_bill,tip,sex,smoker,day,time,size,price_per_person,Payer Name,CC Number
66,15.01519756838906,16.45,2.47,Female,No,Sat,Dinner,2,8.22,Rachel Vaughn,3569262692675583
67,32.57328990228013,3.07,1.0,Female,Yes,Sat,Dinner,1,3.07,Tiffany Brock,4359488526995267
68,9.935739001482945,20.23,2.01,Male,No,Sat,Dinner,2,10.12,Mr. Travis Bailey Jr.,60406789937
69,13.924050632911392,15.01,2.09,Male,Yes,Sat,Dinner,2,7.5,Adam Hall,4700924377057571
70,16.38935108153078,12.02,1.97,Male,No,Sat,Dinner,2,6.01,Max Brown,213139760497718
71,17.57469244288225,17.07,3.0,Female,No,Sat,Dinner,3,5.69,Teresa Fisher,5442222963796367
72,11.69024571854058,26.86,3.14,Female,Yes,Sat,Dinner,2,13.43,Victoria Obrien MD,4216245673726
73,19.77848101265823,25.28,5.0,Female,Yes,Sat,Dinner,2,12.64,Julie Holmes,5418689346409571
74,14.935505770536322,14.73,2.2,Female,No,Sat,Dinner,2,7.36,Ashley Harris,501828723483
75,11.893434823977165,10.51,1.25,Male,No,Sat,Dinner,2,5.26,Kenneth Hayes,213142079731108
76,17.1875,17.92,3.08,Male,Yes,Sat,Dinner,2,8.96,Mark Smith,676188485350
77,14.705882352941178,27.2,4.0,Male,No,Thur,Lunch,4,6.8,John Davis,30344778738589
78,13.181019332161686,22.76,3.0,Male,No,Thur,Lunch,2,11.38,Chris Hahn,3591887177014031
79,15.6737998843262,17.29,2.71,Male,No,Thur,Lunch,2,8.64,Brian Diaz,4759290988169738
80,15.432098765432098,19.44,3.0,Male,Yes,Thur,Lunch,2,9.72,Louis Torres,38848369968464
81,20.408163265306122,16.66,3.4,Male,No,Thur,Lunch,2,8.33,William Martin,4550549048402707
82,18.17279046673287,10.07,1.83,Female,No,Thur,Lunch,1,10.07,Julie Moody,630413282843
83,15.299877600979192,32.68,5.0,Male,Yes,Thur,Lunch,2,16.34,Daniel Murphy,5356177501009133
84,12.703379224030037,15.98,2.03,Male,No,Thur,Lunch,2,7.99,Jason Jones,4442984204923315
85,14.843525696238874,34.83,5.17,Female,No,Thur,Lunch,4,8.71,Shawna Cook,6011787464177340
86,15.349194167306218,13.03,2.0,Male,No,Thur,Lunch,2,6.52,Derek Thomas,213161022097557
87,21.88183807439825,18.28,4.0,Male,No,Thur,Lunch,2,9.14,Donald Williams,5363745772301404
88,23.674625657628486,24.71,5.85,Male,No,Thur,Lunch,2,12.36,Roger Taylor,4410248629955
89,14.177693761814744,21.16,3.0,Male,No,Thur,Lunch,2,10.58,Keith Lewis,4356005144080422
90,10.355540214014498,28.97,3.0,Male,Yes,Fri,Dinner,2,14.48,Daniel Mason,3597456900644078
91,15.562472209871055,22.49,3.5,Male,No,Fri,Dinner,2,11.24,Earl Horn,6011849326227398
92,17.391304347826086,5.75,1.0,Female,Yes,Fri,Dinner,2,2.88,Leah Ramirez,3508911676966392
93,26.348039215686274,16.32,4.3,Female,Yes,Fri,Dinner,2,8.16,Natalie Nguyen,5181236182893396
94,14.285714285714285,22.75,3.25,Female,No,Fri,Dinner,2,11.38,Jamie Garza,676318332068
95,11.77495643515061,40.17,4.73,Male,Yes,Fri,Dinner,4,10.04,Aaron Bentley,180026611638690
96,14.662756598240467,27.28,4.0,Male,Yes,Fri,Dinner,2,13.64,Eric Carter,4563054452787961
97,12.468827930174564,12.03,1.5,Male,Yes,Fri,Dinner,2,6.02,Eric Herrera,580116092652
98,14.27891480247501,21.01,3.0,Male,Yes,Fri,Dinner,2,10.5,Michael Li,4831801127457917
99,12.03852327447833,12.46,1.5,Male,No,Fri,Dinner,2,6.23,Edward Carter,347435564751626
100,22.026431718061676,11.35,2.5,Female,Yes,Fri,Dinner,2,5.68,Lori Lynch,38558279384492
101,19.505851755526656,15.38,3.0,Female,Yes,Fri,Dinner,2,7.69,Tiffany Colon,6011012799432041
102,5.643340857787811,44.3,2.5,Female,Yes,Sat,Dinner,3,14.77,Heather Cohen,379771118886604
103,15.521855486173058,22.42,3.48,Female,Yes,Sat,Dinner,2,11.21,Kathleen Hawkins,348009865484721
104,19.50286806883365,20.92,4.08,Female,No,Sat,Dinner,2,10.46,Gabrielle Frederick,4013010878990106
105,10.677083333333332,15.36,1.64,Male,Yes,Sat,Dinner,2,7.68,David Price,4029957452720
106,19.814543679843826,20.49,4.06,Male,Yes,Sat,Dinner,2,10.24,Karl Mcdaniel,180024452771522
107,17.017056723522412,25.21,4.29,Male,Yes,Sat,Dinner,2,12.6,Jason Mullen,4738781782868
108,20.614035087719298,18.24,3.76,Male,No,Sat,Dinner,2,9.12,Steven Grant,4112810433473856
109,27.952480782669458,14.31,4.0,Female,Yes,Sat,Dinner,2,7.16,Amanda Anderson,375638820334211
110,21.428571428571427,14.0,3.0,Male,No,Sat,Dinner,2,7.0,James Sanchez,345243048851323
111,13.793103448275861,7.25,1.0,Female,No,Sat,Dinner,1,7.25,Terri Jones,3559221007826887
112,10.506960861570791,38.07,4.0,Male,No,Sun,Dinner,3,12.69,Jeff Lopez,3572865915176463
113,10.647181628392484,23.95,2.55,Male,No,Sun,Dinner,2,11.98,John Joyce,6565964211060570
114,15.558148580318942,25.71,4.0,Female,No,Sun,Dinner,3,8.57,Katie Smith,5400160161311292
115,20.219526285384173,17.31,3.5,Female,No,Sun,Dinner,2,8.65,Kayla Stone,379494319310858
116,16.93952555963916,29.93,5.07,Male,No,Sun,Dinner,4,7.48,Shawn Blake,4689079711213722
117,14.084507042253522,10.65,1.5,Female,No,Thur,Lunch,2,5.32,Linda Zhang,3560509622598239
118,14.481094127111827,12.43,1.8,Female,No,Thur,Lunch,2,6.22,Dr. Caroline Tucker,502047186908
119,12.12624584717608,24.08,2.92,Female,No,Thur,Lunch,4,6.02,Melanie Jordan,676212062720
120,19.760479041916167,11.69,2.31,Male,No,Thur,Lunch,2,5.84,Kenneth Goodman,4891259691010
121,12.518628912071533,13.42,1.68,Female,No,Thur,Lunch,2,6.71,Laura Garcia,5181484390945653
122,17.53155680224404,14.26,2.5,Male,No,Thur,Lunch,2,7.13,Perry Garcia,180034646320219
123,12.539184952978058,15.95,2.0,Male,No,Thur,Lunch,2,7.98,Christopher Lang,4820629318698319
124,20.192307692307693,12.48,2.52,Female,No,Thur,Lunch,2,6.24,Jordan Diaz,4472778228206399
125,14.093959731543624,29.8,4.2,Female,No,Thur,Lunch,6,4.97,Angela Sanchez,503857080488
126,17.370892018779344,8.52,1.48,Male,No,Thur,Lunch,2,4.26,Mario Bradshaw,4524404353861811
127,13.774104683195592,14.52,2.0,Female,No,Thur,Lunch,2,7.26,Jessica Simmons,213102478792200
128,17.57469244288225,11.38,2.0,Female,No,Thur,Lunch,2,5.69,Christine Perkins,3548391118913991
129,9.55302366345311,22.82,2.18,Male,No,Thur,Lunch,3,7.61,Raymond Torres,4855776744024
130,7.8616352201257875,19.08,1.5,Male,No,Thur,Lunch,2,9.54,Seth Sexton,213113680829581
131,13.961519486926493,20.27,2.83,Female,No,Thur,Lunch,2,10.14,Ashley Burke,5394652998970066
132,13.428827215756492,11.17,1.5,Female,No,Thur,Lunch,2,5.58,Taylor Gonzalez,6011990685390011
133,16.31321370309951,12.26,2.0,Female,No,Thur,Lunch,2,6.13,Kaitlin Wolf,676348318145
134,17.798466593647316,18.26,3.25,Female,No,Thur,Lunch,2,9.13,Karen Rodriguez,4952604748911
135,14.688601645123384,8.51,1.25,Female,No,Thur,Lunch,2,4.26,Rebecca Harris,4320272020376174
136,19.36108422071636,10.33,2.0,Female,No,Thur,Lunch,2,5.16,Donna Kelly,180048553626376
137,14.13427561837456,14.15,2.0,Female,No,Thur,Lunch,2,7.08,Vanessa Morris,213189344156819
138,12.5,16.0,2.0,Male,Yes,Thur,Lunch,2,8.0,Jason Burgess,3561461821942363
139,20.89665653495441,13.16,2.75,Female,No,Thur,Lunch,2,6.58,Lindsey Meyer,676239597203
140,20.034344590726963,17.47,3.5,Female,No,Thur,Lunch,2,8.74,Kayla Rios,5233918213804470
141,19.533527696793005,34.3,6.7,Male,No,Thur,Lunch,6,5.72,Steven Carlson,3526515703718508
142,12.138868657441128,41.19,5.0,Male,No,Thur,Lunch,5,8.24,Eric Andrews,4356531761046453
143,18.484288354898336,27.05,5.0,Female,No,Thur,Lunch,6,4.51,Regina Jones,4311048695487
144,13.998782714546559,16.43,2.3,Female,No,Thur,Lunch,2,8.22,Linda Jones,6542729219645658
145,17.964071856287426,8.35,1.5,Female,No,Thur,Lunch,2,4.18,Amy Young,4285454264477
146,7.296137339055794,18.64,1.36,Female,No,Thur,Lunch,3,6.21,Kelly Estrada,60463302327
147,13.732097725358045,11.87,1.63,Female,No,Thur,Lunch,2,5.94,Annette Cunningham,675937746864
148,17.68916155419223,9.78,1.73,Male,No,Thur,Lunch,2,4.89,David Stewart,3578014604116399
149,26.63115845539281,7.51,2.0,Male,No,Thur,Lunch,2,3.76,Daniel Robbins,4823139288341889
150,17.768301350390903,14.07,2.5,Male,No,Sun,Dinner,2,7.04,Luke Rice,4813617017359506
151,15.232292460015232,13.13,2.0,Male,No,Sun,Dinner,2,6.56,Jason Arnold,3571825125296106
152,15.874855156431053,17.26,2.74,Male,No,Sun,Dinner,3,5.75,Gregory Smith,4292362333741
153,8.146639511201629,24.55,2.0,Male,No,Sun,Dinner,4,6.14,Todd Patterson,4416804908942159
154,10.116337885685383,19.77,2.0,Male,No,Sun,Dinner,4,4.94,James Smith,213169731428229
155,17.219430485762143,29.85,5.14,Female,No,Sun,Dinner,5,5.97,Madison Wilson,4210875236164664
156,10.379904504878555,48.17,5.0,Male,No,Sun,Dinner,6,8.03,Ryan Gonzales,3523151482063321
157,15.0,25.0,3.75,Female,No,Sun,Dinner,4,6.25,Laura Robles,213158685144262
158,19.49215832710978,13.39,2.61,Female,No,Sun,Dinner,2,6.7,Ashley Boyd,3571088058115021
159,12.128562765312312,16.49,2.0,Male,No,Sun,Dinner,4,4.12,Christopher Soto,30501814271434
160,16.27906976744186,21.5,3.5,Male,No,Sun,Dinner,4,5.38,Travis Gonzalez,3527668419764685
161,19.747235387045812,12.66,2.5,Male,No,Sun,Dinner,2,6.33,Brandon Oconnor,4406882156920533
162,12.338062924120912,16.21,2.0,Female,No,Sun,Dinner,3,5.4,Jennifer Baird,4227834176859693
163,14.482259232440258,13.81,2.0,Male,No,Sun,Dinner,2,6.9,Charles Newton,5552793481414044
164,17.133066818960593,17.51,3.0,Female,Yes,Sun,Dinner,2,8.76,Audrey Griffin,3500853929693258
165,14.192495921696574,24.52,3.48,Male,No,Sun,Dinner,3,8.17,Jacob Hansen,4031116007387
166,10.789980732177264,20.76,2.24,Male,No,Sun,Dinner,2,10.38,Gordon Lane,4110599849536479
167,14.191106906338694,31.71,4.5,Male,No,Sun,Dinner,4,7.93,Michael Lawson,3566285921227119
168,15.203021718602455,10.59,1.61,Female,Yes,Sat,Dinner,2,5.3,Sara Jimenez,502053147208
169,18.814675446848543,10.63,2.0,Female,Yes,Sat,Dinner,2,5.32,Amy Hill,3536332481454019
170,19.681165124975397,50.81,10.0,Male,Yes,Sat,Dinner,3,16.94,Gregory Clark,5473850968388236
171,19.987349778621127,15.81,3.16,Male,Yes,Sat,Dinner,2,7.9,David Hall,502004138207
172,71.0344827586207,7.25,5.15,Male,Yes,Sun,Dinner,2,3.62,Larry White,30432617123103
173,9.98430141287284,31.85,3.18,Male,Yes,Sun,Dinner,2,15.92,Scott Perez,3577115550328507
174,23.781212841854934,16.82,4.0,Male,Yes,Sun,Dinner,2,8.41,Brian Miles,3586342145399277
175,9.45288753799392,32.9,3.11,Male,Yes,Sun,Dinner,2,16.45,Nathan Reynolds,370307040837149
176,11.179429849077696,17.89,2.0,Male,Yes,Sun,Dinner,2,8.94,Walter Simmons,6011481578696110
177,13.812154696132598,14.48,2.0,Male,Yes,Sun,Dinner,2,7.24,John Dudley,4565183162071073
178,41.66666666666667,9.6,4.0,Female,Yes,Sun,Dinner,2,4.8,Melanie Gray,4211808859168
179,10.2512272596015,34.63,3.55,Male,Yes,Sun,Dinner,2,17.32,Brian Bailey,346656312114848
180,10.620490620490623,34.65,3.68,Male,Yes,Sun,Dinner,4,8.66,James Hebert DDS,676168737648
181,24.21774539219889,23.33,5.65,Male,Yes,Sun,Dinner,2,11.66,Jason Cox,6556931703586223
182,7.717750826901875,45.35,3.5,Male,Yes,Sun,Dinner,3,15.12,Jose Parsons,4112207559459910
183,28.05351747949935,23.17,6.5,Male,Yes,Sun,Dinner,4,5.79,Dr. Michael James,4718501859162
184,7.398273736128237,40.55,3.0,Male,Yes,Sun,Dinner,2,20.27,Stephen Cox,3547798222044029
185,24.166263895601737,20.69,5.0,Male,No,Sun,Dinner,5,4.14,Joseph Howell,30362407455623
186,16.74641148325359,20.9,3.5,Female,Yes,Sun,Dinner,3,6.97,Heidi Atkinson,4422858423131187
187,6.5659881812212735,30.46,2.0,Male,Yes,Sun,Dinner,5,6.09,David Barrett,4792882899700988
188,19.28374655647383,18.15,3.5,Female,Yes,Sun,Dinner,3,6.05,Glenda Wiggins,578329325307
189,17.316017316017316,23.1,4.0,Male,Yes,Sun,Dinner,3,7.7,Richard Stevens,3560193117506187
190,9.560229445506693,15.69,1.5,Male,Yes,Sun,Dinner,2,7.84,Riley Barnes,180053549128800
191,21.150933871781934,19.81,4.19,Female,Yes,Thur,Lunch,2,9.9,Kristy Boyd,4317015327600068
192,9.0014064697609,28.44,2.56,Male,Yes,Thur,Lunch,2,14.22,Dr. Jeffrey Rich,4737538358295
193,13.049095607235142,15.48,2.02,Male,Yes,Thur,Lunch,2,7.74,Raymond Sullivan,180068856139315
194,24.12545235223161,16.58,4.0,Male,Yes,Thur,Lunch,2,8.29,Benjamin Weber,676210011505
195,19.047619047619047,7.56,1.44,Male,No,Thur,Lunch,2,3.78,Michael White,4865390263095532
196,19.342359767891683,10.34,2.0,Male,Yes,Thur,Lunch,2,5.17,Eric Martin,30442491190342
197,11.59823706796567,43.11,5.0,Female,Yes,Thur,Lunch,4,10.78,Brooke Soto,5544902205760175
198,15.384615384615385,13.0,2.0,Female,Yes,Thur,Lunch,2,6.5,Katherine Bond,4926725945192
199,14.803849000740193,13.51,2.0,Male,Yes,Thur,Lunch,2,6.76,Joseph Murphy MD,6547218923471275
200,21.378941742383752,18.71,4.0,Male,Yes,Thur,Lunch,3,6.24,Jason Conrad,4581233003487
201,15.777080062794347,12.74,2.01,Female,Yes,Thur,Lunch,2,6.37,Abigail Parks,3586645396220590
202,15.384615384615385,13.0,2.0,Female,Yes,Thur,Lunch,2,6.5,Ashley Shaw,180088043008041
203,15.243902439024392,16.4,2.5,Female,Yes,Thur,Lunch,2,8.2,Toni Brooks,3582289985920239
204,19.48368241597662,20.53,4.0,Male,Yes,Thur,Lunch,4,5.13,Scott Kim,3570611756827620
205,19.611414693381906,16.47,3.23,Female,Yes,Thur,Lunch,3,5.49,Carly Reyes,4787787236486
206,12.82437006393381,26.59,3.41,Male,Yes,Sat,Dinner,3,8.86,Daniel Owens,38971087967574
207,7.74593338497289,38.73,3.0,Male,Yes,Sat,Dinner,4,9.68,Ricky Ramirez,347817964484033
208,8.364235681911826,24.27,2.03,Male,Yes,Sat,Dinner,2,12.14,Jason Carter,4268942915626180
209,17.476489028213166,12.76,2.23,Female,Yes,Sat,Dinner,2,6.38,Sarah Cunningham,341876516331163
210,6.653359946773121,30.06,2.0,Male,Yes,Sat,Dinner,3,10.02,Shawn Mendoza,30184049218122
211,19.930475086906142,25.89,5.16,Male,Yes,Sat,Dinner,4,6.47,Christopher Li,6011962464150569
212,18.6219739292365,48.33,9.0,Male,No,Sat,Dinner,4,12.08,Alex Williamson,676218815212
213,18.839487565938207,13.27,2.5,Female,Yes,Sat,Dinner,2,6.64,Robin Andersen,580140531089
214,23.074192403265883,28.17,6.5,Female,Yes,Sat,Dinner,3,9.39,Marissa Jackson,4922302538691962
215,8.527131782945736,12.9,1.1,Female,Yes,Sat,Dinner,2,6.45,Jessica Owen,4726904879471
216,10.657193605683837,28.15,3.0,Male,Yes,Sat,Dinner,5,5.63,Shawn Barnett PhD,4590982568244
217,12.94219154443486,11.59,1.5,Male,Yes,Sat,Dinner,2,5.8,Gary Orr,30324521283406
218,18.6046511627907,7.74,1.44,Male,Yes,Sat,Dinner,2,3.87,Nicholas Archer,340517153733524
219,10.252156602521566,30.14,3.09,Female,Yes,Sat,Dinner,4,7.54,Shelby House,502097403252
220,18.092105263157894,12.16,2.2,Male,Yes,Fri,Lunch,2,6.08,Ricky Johnson,213109508670736
221,25.93144560357675,13.42,3.48,Female,Yes,Fri,Lunch,2,6.71,Leslie Kaufman,379437981958785
222,22.377622377622377,8.58,1.92,Male,Yes,Fri,Lunch,1,8.58,Jason Lawrence,3505302934650403
223,18.773466833541928,15.98,3.0,Female,No,Fri,Lunch,3,5.33,Mary Rivera,5343428579353069
224,11.773472429210134,13.42,1.58,Male,Yes,Fri,Lunch,2,6.71,Ronald Vaughn DVM,341503466406403
225,15.365703749231715,16.27,2.5,Female,Yes,Fri,Lunch,2,8.14,Whitney Arnold,3579111947217428
226,19.821605550049554,10.09,2.0,Female,Yes,Fri,Lunch,2,5.04,Ruth Weiss,5268689490381635
227,14.66992665036675,20.45,3.0,Male,No,Sat,Dinner,4,5.11,Robert Bradley,213141668145910
228,20.481927710843376,13.28,2.72,Male,No,Sat,Dinner,2,6.64,Glenn Jones,502061651712
229,13.019891500904157,22.12,2.88,Female,Yes,Sat,Dinner,2,11.06,Jennifer Russell,4793003293608
230,8.329862557267804,24.01,2.0,Male,Yes,Sat,Dinner,4,6.0,Michael Osborne,4258682154026
231,19.120458891013385,15.69,3.0,Male,Yes,Sat,Dinner,3,5.23,Jason Parks,4812333796161
232,29.198966408268735,11.61,3.39,Male,No,Sat,Dinner,2,5.8,James Taylor,6011482917327995
233,13.649025069637883,10.77,1.47,Male,No,Sat,Dinner,2,5.38,Paul Novak,6011698897610858
234,19.31745009658725,15.53,3.0,Male,Yes,Sat,Dinner,2,7.76,Tracy Douglas,4097938155941930
235,12.413108242303872,10.07,1.25,Male,No,Sat,Dinner,2,5.04,Sean Gonzalez,3534021246117605
236,7.936507936507936,12.6,1.0,Male,Yes,Sat,Dinner,2,6.3,Matthew Myers,3543676378973965
237,3.563813585135547,32.83,1.17,Male,Yes,Sat,Dinner,2,16.42,Thomas Brown,4284722681265508
238,13.033770583310075,35.83,4.67,Female,No,Sat,Dinner,3,11.94,Kimberly Crane,676184013727
239,20.39269720978298,29.03,5.92,Male,No,Sat,Dinner,3,9.68,Michael Avila,5296068606052842
240,7.358351729212656,27.18,2.0,Female,Yes,Sat,Dinner,2,13.59,Monica Sanders,3506806155565404
241,8.822232024702249,22.67,2.0,Male,Yes,Sat,Dinner,2,11.34,Keith Wong,6011891618747196
242,9.820426487093153,17.82,1.75,Male,No,Sat,Dinner,2,8.91,Dennis Dixon,4375220550950
243,15.974440894568689,18.78,3.0,Female,No,Thur,Dinner,2,9.39,Michelle Hardin,3511451626698139
